Index,MC,Sensor,Type,Step,Parameter,SubCh,Partition,FieldName,Register,Field,Name
353,M3,VT,DATA,x,SVTPVT,A,2,adcout,ddrd_n0_dll_csr,M3_A_2_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
354,M3,VT,DATA,x,SVTNVT,A,2,adcout,ddrd_n0_dll_csr,M3_A_2_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
355,M3,VT,DATA,x,LVTPVT,A,2,adcout,ddrd_n0_dll_csr,M3_A_2_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
356,M3,VT,DATA,x,LVTNVT,A,2,adcout,ddrd_n0_dll_csr,M3_A_2_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
357,M3,VT,DATA,x,VSS,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
358,M3,VT,DATA,x,ULVTPVT,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
359,M3,VT,DATA,x,ULVTNVT,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
360,M3,VT,DATA,x,SVTPVT,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
361,M3,VT,DATA,x,SVTNVT,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
362,M3,VT,DATA,x,LVTPVT,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
363,M3,VT,DATA,x,LVTNVT,B,2,adcout,ddrd_n0_dll_csr,M3_B_2_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
364,M3,VT,DATA,x,VSS,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
365,M3,VT,DATA,x,ULVTPVT,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
366,M3,VT,DATA,x,ULVTNVT,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
367,M3,VT,DATA,x,SVTPVT,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
368,M3,VT,DATA,x,SVTNVT,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
369,M3,VT,DATA,x,LVTPVT,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
370,M3,VT,DATA,x,LVTNVT,A,3,adcout,ddrd_n0_dll_csr,M3_A_3_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
371,M3,VT,DATA,x,VSS,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
372,M3,VT,DATA,x,ULVTPVT,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
373,M3,VT,DATA,x,ULVTNVT,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
374,M3,VT,DATA,x,SVTPVT,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
375,M3,VT,DATA,x,SVTNVT,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
376,M3,VT,DATA,x,LVTPVT,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
377,M3,VT,DATA,x,LVTNVT,B,3,adcout,ddrd_n0_dll_csr,M3_B_3_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
378,M3,VT,DATA,x,VSS,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
379,M3,VT,DATA,x,ULVTPVT,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
380,M3,VT,DATA,x,ULVTNVT,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
381,M3,VT,DATA,x,SVTPVT,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
382,M3,VT,DATA,x,SVTNVT,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
383,M3,VT,DATA,x,LVTPVT,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
384,M3,VT,DATA,x,LVTNVT,A,4,adcout,ddrd_n0_dll_csr,M3_A_4_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
385,M3,VT,DATA,x,VSS,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
386,M3,VT,DATA,x,ULVTPVT,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
387,M3,VT,DATA,x,ULVTNVT,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
388,M3,VT,DATA,x,SVTPVT,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
389,M3,VT,DATA,x,SVTNVT,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
390,M3,VT,DATA,x,LVTPVT,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
391,M3,VT,DATA,x,LVTNVT,B,4,adcout,ddrd_n0_dll_csr,M3_B_4_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
392,M4,VT,DATA,x,VSS,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
393,M4,VT,CC,x,VSS,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
394,M4,VT,CLK,x,VSS,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
395,M4,VT,COMP,x,VSS,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
396,M4,VT,DATA,x,ULVTPVT,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
397,M4,VT,CC,x,ULVTPVT,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
398,M4,VT,CLK,x,ULVTPVT,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
399,M4,VT,COMP,x,ULVTPVT,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
400,M4,VT,DATA,x,ULVTNVT,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
401,M4,VT,CC,x,ULVTNVT,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
402,M4,VT,CLK,x,ULVTNVT,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
403,M4,VT,COMP,x,ULVTNVT,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
404,M4,VT,DATA,x,SVTPVT,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
405,M4,VT,CC,x,SVTPVT,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
406,M4,VT,CLK,x,SVTPVT,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
407,M4,VT,COMP,x,SVTPVT,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
408,M4,VT,DATA,x,SVTNVT,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
409,M4,VT,CC,x,SVTNVT,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
410,M4,VT,CLK,x,SVTNVT,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
411,M4,VT,COMP,x,SVTNVT,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
412,M4,VT,DATA,x,LVTPVT,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
413,M4,VT,CC,x,LVTPVT,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
414,M4,VT,CLK,x,LVTPVT,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
415,M4,VT,COMP,x,LVTPVT,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
416,M4,VT,DATA,x,LVTNVT,A,0,adcout,ddrd_n0_dll_csr,M4_A_0_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
417,M4,VT,CC,x,LVTNVT,A,x,adcout,ddrcc_dll_csr,M4_A_x_x_CC_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
418,M4,VT,CLK,x,LVTNVT,x,x,adcout,ddrclk_dll_csr,M4_x_x_x_CLK_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
419,M4,VT,COMP,x,LVTNVT,x,x,adcout,ddrcomp_adc_csr,M4_x_x_x_COMP_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
420,M4,VT,DATA,x,VSS,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
421,M4,VT,CC,x,VSS,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
422,M4,VT,DATA,x,ULVTPVT,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
423,M4,VT,CC,x,ULVTPVT,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
424,M4,VT,DATA,x,ULVTNVT,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
425,M4,VT,CC,x,ULVTNVT,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
426,M4,VT,DATA,x,SVTPVT,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
427,M4,VT,CC,x,SVTPVT,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
428,M4,VT,DATA,x,SVTNVT,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
429,M4,VT,CC,x,SVTNVT,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
430,M4,VT,DATA,x,LVTPVT,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
431,M4,VT,CC,x,LVTPVT,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
432,M4,VT,DATA,x,LVTNVT,B,0,adcout,ddrd_n0_dll_csr,M4_B_0_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
433,M4,VT,CC,x,LVTNVT,B,x,adcout,ddrcc_dll_csr,M4_B_x_x_CC_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
434,M4,VT,DATA,x,VSS,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
435,M4,VT,DATA,x,ULVTPVT,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
436,M4,VT,DATA,x,ULVTNVT,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
437,M4,VT,DATA,x,SVTPVT,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
438,M4,VT,DATA,x,SVTNVT,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
439,M4,VT,DATA,x,LVTPVT,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
440,M4,VT,DATA,x,LVTNVT,A,1,adcout,ddrd_n0_dll_csr,M4_A_1_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
441,M4,VT,DATA,x,VSS,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
442,M4,VT,DATA,x,ULVTPVT,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
443,M4,VT,DATA,x,ULVTNVT,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_ULVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
444,M4,VT,DATA,x,SVTPVT,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
445,M4,VT,DATA,x,SVTNVT,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
446,M4,VT,DATA,x,LVTPVT,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
447,M4,VT,DATA,x,LVTNVT,B,1,adcout,ddrd_n0_dll_csr,M4_B_1_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
448,M4,VT,DATA,x,VSS,A,2,adcout,ddrd_n0_dll_csr,M4_A_2_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
449,M4,VT,DATA,x,ULVTPVT,A,2,adcout,ddrd_n0_dll_csr,M4_A_2_x_DATA_ULVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_VT_APM
