Index,MC,TYPE,SubChannel,Partition,Nibble,Bit,Offset,FieldName,Register,Field,Name,Name_Index,combined_string
7439,M7,DATA,B,2,0,3,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[3],M7_B_2_0_3_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7439,&---M7---DATA---B---2---0---3---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[3]---M7_B_2_0_3_x_Sum90OffsetTune
7440,M7,DATA,B,2,1,0,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7440,&---M7---DATA---B---2---1---0---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_SumRshunt
7441,M7,DATA,B,2,1,0,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7441,&---M7---DATA---B---2---1---0---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_RdacPreampVoutcm
7442,M7,DATA,B,2,1,0,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7442,&---M7---DATA---B---2---1---0---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_PreampRshunt
7443,M7,DATA,B,2,1,0,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7443,&---M7---DATA---B---2---1---0---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_RdacSum0Voutcm
7444,M7,DATA,B,2,1,0,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7444,&---M7---DATA---B---2---1---0---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_RdacSum180Voutcm
7445,M7,DATA,B,2,1,0,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7445,&---M7---DATA---B---2---1---0---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_RdacSum270Voutcm
7446,M7,DATA,B,2,1,0,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7446,&---M7---DATA---B---2---1---0---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_RdacSum90Voutcm
7447,M7,DATA,B,2,1,0,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7447,&---M7---DATA---B---2---1---0---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_VrefCtl
7448,M7,DATA,B,2,1,0,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7448,&---M7---DATA---B---2---1---0---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_Sum0OffsetTune
7449,M7,DATA,B,2,1,0,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7449,&---M7---DATA---B---2---1---0---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_Sum180OffsetTune
7450,M7,DATA,B,2,1,0,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7450,&---M7---DATA---B---2---1---0---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_Sum270OffsetTune
7451,M7,DATA,B,2,1,0,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M7_B_2_1_0_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7451,&---M7---DATA---B---2---1---0---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M7_B_2_1_0_x_Sum90OffsetTune
7452,M7,DATA,B,2,1,1,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7452,&---M7---DATA---B---2---1---1---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_SumRshunt
7453,M7,DATA,B,2,1,1,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7453,&---M7---DATA---B---2---1---1---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_RdacPreampVoutcm
7454,M7,DATA,B,2,1,1,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7454,&---M7---DATA---B---2---1---1---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_PreampRshunt
7455,M7,DATA,B,2,1,1,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7455,&---M7---DATA---B---2---1---1---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_RdacSum0Voutcm
7456,M7,DATA,B,2,1,1,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7456,&---M7---DATA---B---2---1---1---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_RdacSum180Voutcm
7457,M7,DATA,B,2,1,1,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7457,&---M7---DATA---B---2---1---1---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_RdacSum270Voutcm
7458,M7,DATA,B,2,1,1,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7458,&---M7---DATA---B---2---1---1---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_RdacSum90Voutcm
7459,M7,DATA,B,2,1,1,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7459,&---M7---DATA---B---2---1---1---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_VrefCtl
7460,M7,DATA,B,2,1,1,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7460,&---M7---DATA---B---2---1---1---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_Sum0OffsetTune
7461,M7,DATA,B,2,1,1,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7461,&---M7---DATA---B---2---1---1---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_Sum180OffsetTune
7462,M7,DATA,B,2,1,1,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7462,&---M7---DATA---B---2---1---1---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_Sum270OffsetTune
7463,M7,DATA,B,2,1,1,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M7_B_2_1_1_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7463,&---M7---DATA---B---2---1---1---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M7_B_2_1_1_x_Sum90OffsetTune
7464,M7,DATA,B,2,1,2,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7464,&---M7---DATA---B---2---1---2---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_SumRshunt
7465,M7,DATA,B,2,1,2,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7465,&---M7---DATA---B---2---1---2---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_RdacPreampVoutcm
7466,M7,DATA,B,2,1,2,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7466,&---M7---DATA---B---2---1---2---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_PreampRshunt
7467,M7,DATA,B,2,1,2,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7467,&---M7---DATA---B---2---1---2---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_RdacSum0Voutcm
7468,M7,DATA,B,2,1,2,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7468,&---M7---DATA---B---2---1---2---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_RdacSum180Voutcm
7469,M7,DATA,B,2,1,2,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7469,&---M7---DATA---B---2---1---2---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_RdacSum270Voutcm
7470,M7,DATA,B,2,1,2,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7470,&---M7---DATA---B---2---1---2---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_RdacSum90Voutcm
7471,M7,DATA,B,2,1,2,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7471,&---M7---DATA---B---2---1---2---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_VrefCtl
7472,M7,DATA,B,2,1,2,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7472,&---M7---DATA---B---2---1---2---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_Sum0OffsetTune
7473,M7,DATA,B,2,1,2,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7473,&---M7---DATA---B---2---1---2---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_Sum180OffsetTune
7474,M7,DATA,B,2,1,2,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7474,&---M7---DATA---B---2---1---2---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_Sum270OffsetTune
7475,M7,DATA,B,2,1,2,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M7_B_2_1_2_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7475,&---M7---DATA---B---2---1---2---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M7_B_2_1_2_x_Sum90OffsetTune
7476,M7,DATA,B,2,1,3,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7476,&---M7---DATA---B---2---1---3---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_SumRshunt
7477,M7,DATA,B,2,1,3,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7477,&---M7---DATA---B---2---1---3---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_RdacPreampVoutcm
7478,M7,DATA,B,2,1,3,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7478,&---M7---DATA---B---2---1---3---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_PreampRshunt
7479,M7,DATA,B,2,1,3,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7479,&---M7---DATA---B---2---1---3---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_RdacSum0Voutcm
7480,M7,DATA,B,2,1,3,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7480,&---M7---DATA---B---2---1---3---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_RdacSum180Voutcm
7481,M7,DATA,B,2,1,3,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7481,&---M7---DATA---B---2---1---3---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_RdacSum270Voutcm
7482,M7,DATA,B,2,1,3,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7482,&---M7---DATA---B---2---1---3---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_RdacSum90Voutcm
7483,M7,DATA,B,2,1,3,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7483,&---M7---DATA---B---2---1---3---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_VrefCtl
7484,M7,DATA,B,2,1,3,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[3],M7_B_2_1_3_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7484,&---M7---DATA---B---2---1---3---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[3]---M7_B_2_1_3_x_Sum0OffsetTune
